PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
46,2025-09-03,17:07:29.36,3,6,"Cleavinger, Grant ",813539,Left,NEB,"Senstock, Joey",10102569,Right,NEB,Undefined,2,Bottom,1,3,1,Fastball,Sinker,BallCalled,Walk,Undefined,Undefined,0,0,,90.71414,0.687578,2.236867,2313.503645,121.15662,10:00,6.12494,-1.92747,5.48187,-21.59875,12.99985,-19.64285,4.96892,-1.47031,82.45682,-3.352993,-1.258998,0.423351,,,,,,,,,,,,10.46056,6.68055,1.74452,50.0,6.17088,-4.23003,-131.58995,0.83019,18.28861,28.6782,-20.49419,NEB,NEB,UNebraska,TeamExclusive,Team,20250903-UNebraska-Private-2,62426360-8912-11f0-a84e-8d3a62d886e2,89.03348,,,8.25732,,,,,,,ae614e11-b1b9-4508-b311-468f30c2a3a8,2025-09-03,22:07:29.36,2025-09-03T17:07:29.3673472-05:00,2025-09-03T22:07:29.3673472Z,,v3,4865,4865,,"Peterson, Elliott",830325,Right,NEB,2b5ba114-8afd-4b1e-8d91-b60b1a724498,55.01866,-132.67919,14.3391,6.12456,1.60859,-10.24709,1.91837,-4.92466,9.1443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
21,2025-09-03,16:54:50.06,2,1,"Jasa, Carson",814215,Right,NEB,"Nunez, Devin",830147,Left,NEB,Undefined,2,Top,1,0,0,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,97.06925,-2.416728,-1.956577,2455.523031,211.619713,1:00,6.80663,1.19909,6.22259,-11.85883,17.27615,10.09776,3.58572,0.23443,89.19851,-4.699722,-0.13402,0.388489,83.41104,68.91872,-110.935602,4916.456765,,,,,23.11633,,,-5.77603,9.88249,-1.05768,50.0,6.61957,4.38415,-141.02628,-6.28491,-11.7013,30.29277,-12.1537,NEB,NEB,UNebraska,TeamExclusive,Team,20250903-UNebraska-Private-2,9dc12bd0-8910-11f0-a84e-8d3a62d886e2,97.02317,55.19589,,7.87073,,,,1.80463,3.78,-0.30714,ae614e11-b1b9-4508-b311-468f30c2a3a8,2025-09-03,21:54:50.06,2025-09-03T16:54:50.0614656-05:00,2025-09-03T21:54:50.0614656Z,,v3,4865,4865,,"Fikes, Trey ",10277361,Right,NEB,77a48adc-540c-44a8-bc55-0df14855c20e,54.28045,-141.94275,15.14638,6.80415,-5.91722,-6.07685,-1.19567,4.73816,-5.85065,16.521991,1.80463,-15.72319,-8.81296,3.70097,-0.83492,-1.11564,4.22158,-6.67093,4.14903,3.78,114.14817,-32.82588,4.68287,-0.84171,-0.37033,1.5758,-2.43881,1.48798,-0.30714,-41.0983,0.90745,0.49428,-0.17863,-0.27338,1.06526,-1.70118,1.06506,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,
20,2025-09-03,16:54:13.85,1,2,"Jasa, Carson",814215,Right,NEB,"Grego, Drew",10290580,Right,NEB,Undefined,2,Top,0,1,0,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Out,1,0,,96.77314,-3.843265,-1.86706,2397.76813,210.245697,1:00,6.77314,0.8943,6.25081,-13.02902,16.27229,8.98,2.13567,-0.0799,89.22877,-6.324173,-0.244906,0.389596,100.41777,0.439021,-16.924046,2798.512583,,,,47.7445,44.26578,-17.835803,0.331656,-5.15965,9.71827,-0.75986,50.0,6.48033,4.19579,-140.43965,-9.81712,-10.38841,29.39005,-12.60733,NEB,NEB,UNebraska,TeamExclusive,Team,20250903-UNebraska-Private-2,8825dc30-8910-11f0-a84e-8d3a62d886e2,96.74738,2.20948,,7.54437,,,,1.28636,2.19651,0.0667,ae614e11-b1b9-4508-b311-468f30c2a3a8,2025-09-03,21:54:13.85,2025-09-03T16:54:13.8550272-05:00,2025-09-03T21:54:13.8550272Z,GroundBall,v3,4865,4865,,"Fikes, Trey ",10277361,Right,NEB,bbe7795a-f8c9-48ba-89b0-70529c462c4f,54.25224,-141.32672,14.69502,6.7709,-9.4366,-6.30366,-0.89123,4.50934,-5.1942,56.260463,1.2918,140.67855,-22.7659,,,,,,,2.2024,0.89154,-22.76218,,,,,,,0.07033,-43.01866,-3.90963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Medium,,,
18,2025-09-03,16:51:41.02,4,4,"Katskee, Cooper",814215,Right,NEB,"Buettenback, Max ",802336,Left,NEB,Undefined,1,Top,2,0,2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,91.2217,-1.546109,-2.974046,2269.063028,208.059277,1:00,6.66076,1.48365,6.08165,-16.39391,16.77383,8.41394,3.86184,-0.5693,83.8755,-4.657616,-1.46138,0.414505,,,,,,,,,,,,-5.08343,9.34371,-1.2579,50.0,6.53218,6.52428,-132.44199,-4.05699,-9.09673,26.3043,-15.45363,NEB,NEB,UNebraska,TeamExclusive,Team,20250903-UNebraska-Private-2,2d194c00-8910-11f0-a84e-8d3a62d886e2,90.9337,,,7.3462,,,,,,,ae614e11-b1b9-4508-b311-468f30c2a3a8,2025-09-03,21:51:41.02,2025-09-03T16:51:41.0220000-05:00,2025-09-03T21:51:41.0220000Z,,v3,4865,4865,,"Fikes, Trey ",10277361,Right,NEB,bea27017-75ba-4133-8dff-ccee9c1bb5cb,54.41945,-133.31684,13.15215,6.65856,-3.54302,-7.72681,-1.47992,6.82683,-4.54837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.95562,2.07328,0.752333,1.320947,-1.7021,3.60182,0.64644,-1.62688,6.5276,-0.32293,127.2942,6.52632,8.46054,-1.38745,108.07888,-8.02146,6.58495,16.23201,-12.30664,-0.41263,3.8567,2.14711,High,High,High,,,High,Medium,High
17,2025-09-03,16:50:30.94,4,3,"Katskee, Cooper",814215,Right,NEB,"Buettenback, Max ",802336,Left,NEB,Undefined,1,Top,2,0,2,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,90.97392,-2.968232,-1.540512,2279.487456,216.078923,1:15,6.6004,1.53541,6.03264,-18.56162,14.89788,10.11402,2.30135,0.95128,83.74644,-6.454918,0.280016,0.416324,83.97446,57.824113,-80.736965,4021.609856,,,,,15.84147,,,-5.63429,8.77583,-1.42054,50.0,6.35806,3.13283,-132.08183,-7.42685,-10.00609,26.73744,-16.58885,NEB,NEB,UNebraska,TeamExclusive,Team,20250903-UNebraska-Private-2,034dfc90-8910-11f0-a84e-8d3a62d886e2,90.53637,23.58177,,7.22748,,,,1.30528,1.71206,-0.68092,ae614e11-b1b9-4508-b311-468f30c2a3a8,2025-09-03,21:50:30.94,2025-09-03T16:50:30.9446144-05:00,2025-09-03T21:50:30.9446144Z,,v3,4865,4865,,"Fikes, Trey ",10277361,Right,NEB,17062796-c0c1-439e-a11f-f45be4304624,54.46981,-132.98358,13.36872,6.5991,-6.86738,-8.29443,-1.53189,3.4703,-5.00304,144.308439,1.30717,10.44557,-18.63872,,,,,,,1.71164,104.27207,-26.6278,,,,,,,-0.67868,-64.86416,-10.26169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Undefined,,,
16,2025-09-03,16:49:57.75,4,2,"Katskee, Cooper",814215,Right,NEB,"Buettenback, Max ",802336,Left,NEB,Undefined,1,Top,2,0,1,Fastball,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,91.07318,-1.914851,-3.416452,2041.269079,232.64142,1:45,6.21343,1.91991,6.17231,-22.53336,10.61209,12.62583,2.56322,-0.18724,84.00313,-6.124782,-1.142228,0.414365,82.72159,28.952678,-43.544764,4646.32314,72.79602,49.60186,-82.46652,257.83134,198.76496,-55.404074,3.916751,-7.4315,6.2841,-1.66741,50.0,6.05654,7.38085,-132.22107,-5.15249,-13.26614,25.97993,-20.95616,NEB,NEB,UNebraska,TeamExclusive,Team,20250903-UNebraska-Private-2,ef8aef60-890f-11f0-a84e-8d3a62d886e2,90.96428,54.24415,,7.07006,,,,0.19381,2.49878,0.35089,ae614e11-b1b9-4508-b311-468f30c2a3a8,2025-09-03,21:49:57.75,2025-09-03T16:49:57.7579008-05:00,2025-09-03T21:49:57.7579008Z,FlyBall,v3,4865,4865,,"Fikes, Trey ",10277361,Right,NEB,c3be08cb-89cb-4dce-bd68-434ddf14f2a0,54.33096,-133.06933,12.98996,6.2136,-4.46826,-10.47808,-1.91548,7.814,-6.63307,137.713362,0.19285,76.98251,-21.23218,5.87455,-1.59842,0.43737,-0.10403,0.01559,-0.00098,2.49983,58.69818,-17.9603,0.52228,0.34996,-0.22564,0.06987,-0.01049,0.0006,0.35123,-73.14608,7.32092,-0.8924,0.17947,-0.10087,0.03967,-0.00763,0.00055,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
15,2025-09-03,16:49:29.64,4,1,"Katskee, Cooper",814215,Right,NEB,"Buettenback, Max ",802336,Left,NEB,Undefined,1,Top,2,0,0,Fastball,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,89.785,-2.587221,-3.153333,2091.148779,220.621529,1:15,6.55112,1.72768,6.17063,-22.46352,11.73619,9.18323,2.28419,-0.42262,82.73775,-6.784678,-1.49862,0.420904,64.96312,53.309101,-90.684812,5105.095461,,,,,15.61042,,,-5.59839,7.07296,-1.49333,50.0,6.34319,6.81015,-130.28549,-6.60081,-9.6803,25.83805,-19.94408,NEB,NEB,UNebraska,TeamExclusive,Team,20250903-UNebraska-Private-2,dec543b0-890f-11f0-a84e-8d3a62d886e2,89.55124,22.40176,,7.04725,,,,1.61899,2.17845,0.45131,ae614e11-b1b9-4508-b311-468f30c2a3a8,2025-09-03,21:49:29.64,2025-09-03T16:49:29.6448512-05:00,2025-09-03T21:49:29.6448512Z,,v3,4865,4865,,"Fikes, Trey ",10277361,Right,NEB,2c75db84-8030-439a-a781-66189059782b,54.33204,-131.1418,12.91903,6.551,-5.93984,-9.97204,-1.72434,7.13096,-4.84015,36.76284,1.61926,-0.69317,-1.10581,,,,,,,2.17894,76.37899,-17.74863,,,,,,,0.45108,-56.91439,1.58256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Undefined,,,
14,2025-09-03,16:48:47.38,3,4,"Katskee, Cooper",814215,Right,NEB,"Carey, Dylan",1000352885,Right,NEB,Undefined,1,Top,2,1,2,Fastball,Sinker,HitByPitch,Undefined,Undefined,Undefined,0,0,,91.12668,-0.291199,-2.097411,2436.653976,226.911056,1:30,5.82221,2.99497,6.08174,-19.95174,13.64111,13.38477,3.88996,2.16895,82.72489,-4.075548,0.312065,0.417152,,,,,,,,,,,,-7.55583,7.45536,-2.83997,50.0,5.78914,4.28592,-132.30781,-1.28886,-13.30021,30.06401,-19.0507,NEB,NEB,UNebraska,TeamExclusive,Team,20250903-UNebraska-Private-2,c5924e60-890f-11f0-a84e-8d3a62d886e2,90.35651,,,8.40179,,,,,,,ae614e11-b1b9-4508-b311-468f30c2a3a8,2025-09-03,21:48:47.38,2025-09-03T16:48:47.3895424-05:00,2025-09-03T21:48:47.3895424Z,,v3,4865,4865,,"Fikes, Trey ",10277361,Right,NEB,8185856f-fdd1-44b0-bd26-d03ff83e5323,54.41978,-133.30833,15.03201,5.82148,-0.65486,-9.52535,-2.98997,4.72854,-6.65011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
13,2025-09-03,16:48:27.28,3,3,"Katskee, Cooper",814215,Right,NEB,"Carey, Dylan",1000352885,Right,NEB,Undefined,1,Top,2,0,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.59069,-0.349539,-2.087703,2250.731357,213.185292,1:00,6.73709,1.45469,5.92959,-19.23288,15.03458,9.06941,4.8098,0.27249,82.05742,-4.002056,-0.460086,0.42132,,,,,,,,,,,,-5.22492,8.13437,-1.2926,50.0,6.69825,4.3886,-131.41025,-1.39085,-9.06509,29.87952,-18.06119,NEB,NEB,UNebraska,TeamExclusive,Team,20250903-UNebraska-Private-2,b9a0e710-890f-11f0-a84e-8d3a62d886e2,89.46265,,,8.53327,,,,,,,ae614e11-b1b9-4508-b311-468f30c2a3a8,2025-09-03,21:48:27.28,2025-09-03T16:48:27.2859136-05:00,2025-09-03T21:48:27.2859136Z,,v3,4865,4865,,"Fikes, Trey ",10277361,Right,NEB,b96e7f0b-dfe1-4da7-9c58-f565a730421f,54.56842,-132.44493,14.93976,6.73558,-0.76542,-9.03059,-1.45,4.70251,-4.53254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
12,2025-09-03,16:48:00.34,3,2,"Katskee, Cooper",814215,Right,NEB,"Carey, Dylan",1000352885,Right,NEB,Undefined,1,Top,2,0,1,Fastball,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,89.34494,-1.805451,-2.421068,2162.96251,224.606063,1:30,6.70401,1.44395,5.98395,-21.976,12.90009,11.63969,3.19712,0.16845,81.85414,-5.924715,-0.329322,0.425045,99.01839,-1.322509,-55.967201,3962.981438,,,,36.34837,35.84682,-52.799491,0.259507,-6.67784,7.46374,-1.25917,50.0,6.54905,5.00531,-129.69973,-4.79053,-11.38468,26.91206,-19.44954,NEB,NEB,UNebraska,TeamExclusive,Team,20250903-UNebraska-Private-2,a98f7030-890f-11f0-a84e-8d3a62d886e2,88.67863,3.8667,,7.49079,,,,2.15596,3.8667,-0.07954,ae614e11-b1b9-4508-b311-468f30c2a3a8,2025-09-03,21:48:00.34,2025-09-03T16:48:00.3450880-05:00,2025-09-03T21:48:00.3450880Z,GroundBall,v3,4865,4865,,"Fikes, Trey ",10277361,Right,NEB,671e9cc3-ada4-4923-95f4-f5c2bc68bc85,54.51829,-130.63389,13.45603,6.70362,-4.11541,-9.72477,-1.43977,5.40049,-5.69234,,2.15765,81.172,-18.52608,,,,,,,3.88072,-4.07868,-42.10712,,,,,,,-0.0849,-120.04571,34.01136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Medium,,,
11,2025-09-03,16:47:15.96,3,1,"Katskee, Cooper",814215,Right,NEB,"Carey, Dylan",1000352885,Right,NEB,Undefined,1,Top,2,0,0,Fastball,Four-Seam,FoulBallFieldable,Undefined,Undefined,Undefined,0,0,,91.20235,-2.42843,-2.974939,2359.299279,208.664069,1:00,6.50445,1.53793,6.1272,-15.2391,17.92718,9.25268,2.98526,-0.44358,83.87621,-5.331227,-1.309897,0.414496,89.61503,59.256773,30.140429,5224.098042,82.13353,150.44933,73.17156,209.97917,82.49715,46.823228,6.15149,-5.57925,10.22253,-1.31505,50.0,6.31034,6.5014,-132.3771,-6.05387,-9.96441,26.54146,-13.91692,NEB,NEB,UNebraska,TeamExclusive,Team,20250903-UNebraska-Private-2,8f181400-890f-11f0-a84e-8d3a62d886e2,90.93569,152.31566,,7.32614,,,,1.60855,2.53184,-0.34158,ae614e11-b1b9-4508-b311-468f30c2a3a8,2025-09-03,21:47:15.96,2025-09-03T16:47:15.9676928-05:00,2025-09-03T21:47:15.9676928Z,Popup,v3,4865,4865,,"Fikes, Trey ",10277361,Right,NEB,94907739-dd16-46f9-9c13-e31f5b40af6e,54.37556,-133.25151,13.27073,6.50223,-5.59537,-6.95846,-1.53465,6.82968,-4.9822,197.662046,1.6135,57.97496,-18.9671,4.55443,-0.28135,-0.18801,0.06141,-0.0076,0.00034,2.51116,113.28604,-27.8525,4.34907,-1.34814,0.33537,-0.05062,0.00385,-0.00011,-0.33582,33.6525,-2.40811,-0.02596,0.1598,-0.04758,0.00632,-0.00034,0.0,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,
10,2025-09-03,16:46:42.60,2,6,"Katskee, Cooper",814215,Right,NEB,"Moyer, Mac",830147,Left,NEB,Undefined,1,Top,1,3,2,Fastball,Sinker,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,89.59569,-2.661759,-3.483173,2290.092158,229.171739,1:45,5.9297,2.24809,6.27178,-20.53879,13.61186,14.58115,1.75795,0.2481,82.66771,-6.52098,-0.851776,0.420601,,,,,,,,,,,,-8.43721,8.06288,-1.99688,50.0,5.72212,7.32754,-130.00653,-6.66963,-14.5683,24.98844,-18.2521,NEB,NEB,UNebraska,TeamExclusive,Team,20250903-UNebraska-Private-2,7b3b6450-890f-11f0-a84e-8d3a62d886e2,89.61558,,,6.92798,,,,,,,ae614e11-b1b9-4508-b311-468f30c2a3a8,2025-09-03,21:46:42.60,2025-09-03T16:46:42.6093056-05:00,2025-09-03T21:46:42.6093056Z,,v3,4865,4865,,"Fikes, Trey ",10277361,Right,NEB,018113ad-2f75-4315-a537-33ec662b5d62,54.23064,-130.81717,12.49422,5.92888,-6.07752,-9.12605,-2.24226,7.80014,-7.28415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,2025-09-03,16:46:17.77,2,5,"Katskee, Cooper",814215,Right,NEB,"Moyer, Mac",830147,Left,NEB,Undefined,1,Top,1,2,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,92.48875,-1.345234,-1.690495,2356.132676,222.871078,1:30,6.79283,1.29076,5.88011,-17.15914,15.38812,13.36202,4.11277,0.83378,84.81737,-4.586012,0.706714,0.410609,,,,,,,,,,,,-7.2467,8.52595,-1.16166,50.0,6.67407,3.37105,-134.34607,-3.69556,-13.30162,27.92676,-16.52431,NEB,NEB,UNebraska,TeamExclusive,Team,20250903-UNebraska-Private-2,6c6ef090-890f-11f0-a84e-8d3a62d886e2,91.79639,,,7.67137,,,,,,,ae614e11-b1b9-4508-b311-468f30c2a3a8,2025-09-03,21:46:17.77,2025-09-03T16:46:17.7785856-05:00,2025-09-03T21:46:17.7785856Z,,v3,4865,4865,,"Fikes, Trey ",10277361,Right,NEB,dfe98951-176a-4762-b0a3-280f60930d16,54.62087,-135.30321,13.96338,6.79102,-3.12922,-8.26216,-1.285,3.82694,-6.65081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
8,2025-09-03,16:45:53.29,2,4,"Katskee, Cooper",814215,Right,NEB,"Moyer, Mac",830147,Left,NEB,Undefined,1,Top,1,1,2,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.64377,-2.136163,-1.635113,2128.805085,240.458737,2:00,6.15876,2.21641,6.08698,-25.72431,7.80182,12.03607,2.03713,1.70633,83.72105,-6.907429,0.53505,0.416738,,,,,,,,,,,,-6.62811,4.88736,-2.09639,50.0,5.98006,3.26119,-131.72183,-5.77897,-11.73207,26.0246,-23.52324,NEB,NEB,UNebraska,TeamExclusive,Team,20250903-UNebraska-Private-2,5dd96b50-890f-11f0-a84e-8d3a62d886e2,90.44637,,,6.92273,,,,,,,ae614e11-b1b9-4508-b311-468f30c2a3a8,2025-09-03,21:45:53.29,2025-09-03T16:45:53.2966912-05:00,2025-09-03T21:45:53.2966912Z,,v3,4865,4865,,"Fikes, Trey ",10277361,Right,NEB,67c1a576-abc5-4a16-a058-6527728688c6,54.41556,-132.59135,13.0123,6.16001,-4.99302,-11.76162,-2.2119,3.65318,-5.86603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
7,2025-09-03,16:45:15.08,2,3,"Katskee, Cooper",814215,Right,NEB,"Moyer, Mac",830147,Left,NEB,Undefined,1,Top,1,1,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,91.34646,-2.733001,-2.147365,2244.602801,216.653115,1:15,6.27398,1.83414,5.96778,-16.79989,16.24166,11.38981,2.33624,0.79131,84.57714,-5.890443,-0.101098,0.413715,,,,,,,,,,,,-6.36355,9.29867,-1.67014,50.0,6.0475,4.49277,-132.67859,-6.85489,-11.49474,24.8367,-15.37748,NEB,NEB,UNebraska,TeamExclusive,Team,20250903-UNebraska-Private-2,47133040-890f-11f0-a84e-8d3a62d886e2,91.10717,,,6.76932,,,,,,,ae614e11-b1b9-4508-b311-468f30c2a3a8,2025-09-03,21:45:15.08,2025-09-03T16:45:15.0866944-05:00,2025-09-03T21:45:15.0866944Z,,v3,4865,4865,,"Fikes, Trey ",10277361,Right,NEB,0e65740a-0844-44d9-9a7a-0269d0a85173,54.53483,-133.52479,12.41835,6.27213,-6.33097,-7.68874,-1.82988,4.8844,-5.74737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
5,2025-09-03,16:44:30.61,2,1,"Katskee, Cooper",814215,Right,NEB,"Moyer, Mac",830147,Left,NEB,Undefined,1,Top,1,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,91.17625,-0.673348,-2.9268,2279.443853,236.515954,2:00,5.87685,2.99678,6.07083,-22.64812,10.57772,14.48635,3.36554,1.49314,83.75723,-4.912737,-0.321167,0.414867,,,,,,,,,,,,-8.20831,5.9376,-2.77734,50.0,5.81246,6.15763,-132.43101,-2.29984,-14.66342,26.71386,-21.56702,NEB,NEB,UNebraska,TeamExclusive,Team,20250903-UNebraska-Private-2,2c908970-890f-11f0-a84e-8d3a62d886e2,90.85418,,,7.41902,,,,,,,ae614e11-b1b9-4508-b311-468f30c2a3a8,2025-09-03,21:44:30.61,2025-09-03T16:44:30.6196480-05:00,2025-09-03T21:44:30.6196480Z,,v3,4865,4865,,"Fikes, Trey ",10277361,Right,NEB,f6df94ff-fc5a-4f98-b239-2b5ea13f95b7,54.43124,-133.32187,13.35693,5.87717,-1.58061,-10.78351,-2.99084,6.64664,-7.33171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
4,2025-09-03,16:44:00.05,1,4,"Katskee, Cooper",814215,Right,NEB,"Worthley, Jeter",10290580,Right,NEB,Undefined,1,Top,0,1,2,Fastball,Sinker,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,90.12753,-2.418009,-3.665554,2204.205102,223.78553,1:30,5.81141,2.66759,6.27903,-20.58261,13.03394,11.57875,1.86144,0.24906,83.45131,-6.276527,-1.577031,0.4173,,,,,,,,,,,,-6.90394,7.66556,-2.40198,50.0,5.62219,7.9189,-130.82183,-6.16037,-12.11832,24.27515,-18.71885,NEB,NEB,UNebraska,TeamExclusive,Team,20250903-UNebraska-Private-2,1a586200-890f-11f0-a84e-8d3a62d886e2,90.32464,,,6.67621,,,,,,,ae614e11-b1b9-4508-b311-468f30c2a3a8,2025-09-03,21:44:00.05,2025-09-03T16:44:00.0550912-05:00,2025-09-03T21:44:00.0550912Z,,v3,4865,4865,,"Fikes, Trey ",10277361,Right,NEB,5c04cb62-bc61-427d-a4a5-f409e8168cbf,54.22384,-131.60327,12.13758,5.8108,-5.55779,-9.35943,-2.66317,8.309,-6.05916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
3,2025-09-03,16:43:37.23,1,3,"Katskee, Cooper",814215,Right,NEB,"Worthley, Jeter",10290580,Right,NEB,Undefined,1,Top,0,0,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.1639,-0.694963,-2.11631,2050.882765,201.089024,12:45,6.68842,1.25494,6.02898,-15.83828,18.06052,6.58678,4.72447,-0.15704,83.00256,-3.708771,-0.932297,0.419048,,,,,,,,,,,,-3.90937,9.76638,-1.09283,50.0,6.62521,4.56522,-131.03899,-2.04078,-6.86104,25.26469,-15.03382,NEB,NEB,UNebraska,TeamExclusive,Team,20250903-UNebraska-Private-2,0cbd9070-890f-11f0-a84e-8d3a62d886e2,89.94785,,,7.16134,,,,,,,ae614e11-b1b9-4508-b311-468f30c2a3a8,2025-09-03,21:43:37.23,2025-09-03T16:43:37.2356608-05:00,2025-09-03T21:43:37.2356608Z,,v3,4865,4865,,"Fikes, Trey ",10277361,Right,NEB,d187803a-05e4-4f58-b545-7579505c77f0,54.47216,-131.89841,12.63234,6.68594,-1.52938,-7.51691,-1.2521,4.79861,-3.43052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
